filename,text,up_votes,down_votes,age,gender,accent,duration
cv-valid-train/sample-010659.mp3,then the thing came upon him in a flash,5,0,,,,
cv-valid-train/sample-083786.mp3,i'm going to hate those who have found their treasure because i never found mine,1,0,,,,
cv-valid-train/sample-046036.mp3,even the guard rail couldn't stop the truck from falling off the bridge,2,0,twenties,male,,
cv-valid-train/sample-023223.mp3,you've got to be at work in the morning,1,0,thirties,male,us,
cv-valid-train/sample-003211.mp3,it reminded him of the wool from his sheep,2,0,,,,
cv-valid-train/sample-008262.mp3,everyone seemed very excited,5,1,,,,
cv-valid-train/sample-126856.mp3,it seems old and wise,2,0,,other,us,
cv-valid-train/sample-140336.mp3,we better hold onto them both,2,0,twenties,male,us,
cv-valid-train/sample-106904.mp3,the boy felt a pang in his heart thinking about the merchant's daughter,1,0,,,,
cv-valid-train/sample-028019.mp3,that was his work,2,0,,,,
cv-valid-train/sample-181229.mp3,i used to live near el cairum he said,3,0,fifties,female,us,
cv-valid-train/sample-118004.mp3,the level ground was blackened as far as one could see and it was still giving off smoke,8,0,,,,
cv-valid-train/sample-032950.mp3,a current of love rushed from his heart and the boy began to pray,11,0,thirties,male,england,
cv-valid-train/sample-104724.mp3,but the boy was too frightened to listen to words of wisdom,1,0,,,,
cv-valid-train/sample-102351.mp3,a friend had told the boy about the shop and he had taken his sheep there,1,0,twenties,male,indian,
cv-valid-train/sample-167752.mp3,the shirt off my back,1,0,thirties,male,,
cv-valid-train/sample-047581.mp3,servants came and went with silver trays laden with spices and tea,5,0,,,,
cv-valid-train/sample-189943.mp3,the hookahs were extinguished and the guards stood at attention,1,0,,,,
cv-valid-train/sample-060054.mp3,then came the night of the first falling star,1,0,,,,
cv-valid-train/sample-129419.mp3,he told them all to be seated,2,0,,,,
cv-valid-train/sample-034454.mp3,but he kept the sword in his hand,1,0,,,,
cv-valid-train/sample-153188.mp3,i went stretching my legs clumsily and feeling my way in the dark,1,0,,,,
cv-valid-train/sample-105580.mp3,not to worry said the alchemist,5,0,,,,
cv-valid-train/sample-138174.mp3,but the englishman was exultant,3,0,fifties,female,us,
cv-valid-train/sample-005131.mp3,she accused an exconvict of stalking and sexual assault,2,0,fifties,female,indian,
cv-valid-train/sample-107295.mp3,from where he sat he could observe the plaza,3,0,,,,
cv-valid-train/sample-088152.mp3,they eat lunch together often but dont really talk outside the office,1,0,fourties,male,australia,
cv-valid-train/sample-106685.mp3,the crowd swayed a little as i elbowed my way through,1,0,fourties,female,us,
cv-valid-train/sample-130939.mp3,and it knew nothing about love,1,0,,,,
cv-valid-train/sample-071801.mp3,never mind what desk,1,0,twenties,male,us,
cv-valid-train/sample-089479.mp3,three armed tribesmen approached and asked what the boy and the alchemist were doing there,1,0,,,,
cv-valid-train/sample-072448.mp3,several figures approached him,2,1,teens,male,us,
cv-valid-train/sample-053795.mp3,i'm going to hate those who have found their treasure because i never found mine,1,0,,,,
cv-valid-train/sample-162413.mp3,the ivy climbed up the building and wrapped itself around the chimney,1,0,fifties,female,australia,
cv-valid-train/sample-190253.mp3,but you could bring them in here,1,0,,,,
cv-valid-train/sample-105502.mp3,maybe he should not call people names that they don't want to be called,2,1,,,,
cv-valid-train/sample-145715.mp3,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing,3,0,fifties,female,us,
cv-valid-train/sample-094504.mp3,the heather was on fire and you could see a thin blue smoke rising up slowly,1,0,,,,
cv-valid-train/sample-155505.mp3,the next day the boy met the old man at noon,1,0,,,,
cv-valid-train/sample-105565.mp3,she took care of bobby for us,1,0,fourties,male,us,
cv-valid-train/sample-178360.mp3,venus is far too hot for exploration,1,0,,,,
cv-valid-train/sample-066719.mp3,you can't do that to me,1,0,teens,male,indian,
cv-valid-train/sample-158389.mp3,some went away while i was there and other people came,7,0,,,,
cv-valid-train/sample-181236.mp3,but that was simply because my eye was tired,3,0,fifties,male,us,
cv-valid-train/sample-111804.mp3,don't get technical at a time like this,1,0,,,,
cv-valid-train/sample-115454.mp3,down below in the darkness were hundreds of people sleeping in peace,3,0,,,,
cv-valid-train/sample-074150.mp3,don't say that again,3,0,,,,
cv-valid-train/sample-123906.mp3,after all who doesnt want to overcome new challenges and achieve great heights,1,0,fifties,male,england,
cv-valid-train/sample-012169.mp3,there was absolutely no reason for her to announce it to the entire company,1,0,,,,
cv-valid-train/sample-068343.mp3,the driver got knocked cold,1,0,fourties,male,us,
cv-valid-train/sample-001430.mp3,nobody's trying to steal from you,1,0,,,,
cv-valid-train/sample-068600.mp3,stanley felt exhilarated,2,0,,,,
cv-valid-train/sample-069815.mp3,now i'm beginning what i could have started ten years ago,2,0,,,,
cv-valid-train/sample-074826.mp3,i can't find it anywhere,3,1,,,,
cv-valid-train/sample-182392.mp3,maybe the water was too hot,1,0,fourties,,australia,
cv-valid-train/sample-154708.mp3,it's hard to compare something necessary and mundane with something i'm excited about,1,0,twenties,other,us,
cv-valid-train/sample-144809.mp3,they were people of the desert and clamored to hear his stories about the great cities,3,0,twenties,male,us,
cv-valid-train/sample-043370.mp3,the police insisted on confiscating even the printer for forensic analysis,1,0,thirties,male,ireland,
cv-valid-train/sample-102048.mp3,don't you know me,2,0,fourties,male,us,
cv-valid-train/sample-088138.mp3,looking up he saw a pair of hawks flying high in the sky,3,0,,,,
cv-valid-train/sample-064125.mp3,a thin circle of bright metal showed between the top and the body of the cylinder,4,0,,,,
cv-valid-train/sample-179878.mp3,your eyes show the strength of your soul answered the alchemist,1,0,,,,
cv-valid-train/sample-186188.mp3,one afternoon one of his servants fell ill and it appeared that he would die,3,0,thirties,male,,
cv-valid-train/sample-139840.mp3,it was faintly marked with transverse stripes and slightly flattened from the perfect round,5,2,,,,
cv-valid-train/sample-143116.mp3,is this the place,3,0,,,,
cv-valid-train/sample-027210.mp3,they were always just somebody to fill up the bleachers,1,0,sixties,male,us,
cv-valid-train/sample-028713.mp3,mostly just the hearts of those who are trying to realize their destinies,1,0,,,,
cv-valid-train/sample-180562.mp3,got to be a sergeant,2,0,,,,
cv-valid-train/sample-186382.mp3,i was impatient to see it opened,3,1,,,,
cv-valid-train/sample-171667.mp3,not that i was listening but i noticed that you sounded really stressed when you were explaining the situation to him,2,0,fifties,male,us,
cv-valid-train/sample-017499.mp3,but couldn't you show the man wasn't responsible,1,0,,,,
cv-valid-train/sample-111747.mp3,you already know about alchemy,3,0,thirties,female,us,
cv-valid-train/sample-003901.mp3,do you have any secret hiding place here in the house,1,0,,,,
cv-valid-train/sample-030077.mp3,my tax dollars pay for those public school proms,2,0,thirties,male,us,
cv-valid-train/sample-006702.mp3,but i found it difficult to get to work because of the investigations,5,0,,,,
cv-valid-train/sample-084873.mp3,they have gotten used to my being away and so have i,2,0,,,,
cv-valid-train/sample-005718.mp3,hopefully i didn't just set the voice coding community back by a few months,1,0,,,,
cv-valid-train/sample-078742.mp3,they had gone away to breakfast at henderson's house,3,1,,,,
cv-valid-train/sample-146688.mp3,the alchemist opened a bottle and poured a red liquid into the boy's cup,2,0,,,,
cv-valid-train/sample-157912.mp3,because my eyes are not yet accustomed to the desert the boy said,3,0,fourties,male,england,
cv-valid-train/sample-167234.mp3,that saved his life,2,0,,,,
cv-valid-train/sample-172966.mp3,like eating or sleeping or like seeking love or finding a job,2,0,seventies,male,england,
cv-valid-train/sample-094219.mp3,i don't know why these things have to be transmitted by word of mouth he thought,2,0,,,,
cv-valid-train/sample-181716.mp3,i want you to help me turn myself into the wind the boy answered,1,0,,,,
cv-valid-train/sample-060367.mp3,did you make a speech,1,0,,,,
cv-valid-train/sample-053992.mp3,but i didnt think that it contained any living creature,4,0,,,,
cv-valid-train/sample-127002.mp3,the boy looked around for the ovens and other apparatus used in alchemy but saw none,1,0,teens,female,england,
cv-valid-train/sample-131768.mp3,now it will be with hope,3,2,,,,
cv-valid-train/sample-080697.mp3,everything in the universe evolved he said,1,0,,,,
cv-valid-train/sample-071965.mp3,well i'd like to see their land and see how they live said his son,1,0,,,,
cv-valid-train/sample-034791.mp3,the first rule of don't fight club is let's talk about it,2,0,,,,
cv-valid-train/sample-105087.mp3,remember what happened to lisa,1,0,sixties,male,scotland,
cv-valid-train/sample-154911.mp3,i should thank you,1,0,,,,
cv-valid-train/sample-003235.mp3,looks like she can keep kathy's on her toes,1,0,,,,
cv-valid-train/sample-053891.mp3,my friend bought all the other sheep immediately,5,0,,,,
cv-valid-train/sample-148002.mp3,as i watched the planet seemed to grow larger and smaller,4,0,thirties,male,canada,
cv-valid-train/sample-017858.mp3,and one or two persons were returning,2,0,,,,
cv-valid-train/sample-051680.mp3,haven't you got a bullet i can bite,1,0,fifties,male,england,
cv-valid-train/sample-086684.mp3,and my name's michael,1,0,,,,
cv-valid-train/sample-166630.mp3,what did you stop it for,1,0,,,,
cv-valid-train/sample-139443.mp3,i could see something in their faces,2,0,twenties,female,england,
cv-valid-train/sample-056226.mp3,his heart squeezed as if his chest had suddenly compressed it,3,0,,,,
cv-valid-train/sample-121940.mp3,half an hour later his shovel hit something solid,3,0,,,,
cv-valid-train/sample-017917.mp3,his soul must be too primitive to understand those things he thought,2,0,teens,male,australia,
cv-valid-train/sample-156461.mp3,then she again took his hands and studied them carefully,1,0,twenties,male,indian,
cv-valid-train/sample-174926.mp3,this farm had cattle chicken sheep and many other animals,1,0,,,,
cv-valid-train/sample-050190.mp3,its lower end was still embedded,2,0,,,,
cv-valid-train/sample-094267.mp3,there were three hundred wells fifty thousand date trees and innumerable colored tents spread among them,4,0,,,,
cv-valid-train/sample-057661.mp3,but he didn't stop,2,0,,,,
cv-valid-train/sample-004510.mp3,there was very little talking,3,0,sixties,female,us,
cv-valid-train/sample-145072.mp3,i have watched the caravan as it crossed the desert he said,1,0,sixties,female,us,
cv-valid-train/sample-047826.mp3,who is responsible for these parrots,2,0,,,,
cv-valid-train/sample-171988.mp3,and what a way to quit,2,0,,,,
cv-valid-train/sample-053701.mp3,we sharpened our wits at university so we could handle this crisis,1,0,,,,
cv-valid-train/sample-060045.mp3,they'll find me anyhow,1,0,,,,
cv-valid-train/sample-013130.mp3,there are deformed fish in that lake,1,0,thirties,male,us,
cv-valid-train/sample-160935.mp3,we returned to the cemetery,1,0,,,,
cv-valid-train/sample-134374.mp3,my tax dollars pay for those public school proms,2,0,,,,
cv-valid-train/sample-061889.mp3,the boy went to the well every day to meet with fatima,2,0,thirties,male,england,
cv-valid-train/sample-178339.mp3,they set off running wildly into the trees,4,0,,,,
cv-valid-train/sample-147004.mp3,when he saw henderson in his garden he called over the fence and made himself understood,2,0,,,,
cv-valid-train/sample-105907.mp3,that guy over there likes to drink a lot talk a lot but do nothing,2,0,,,,
cv-valid-train/sample-076412.mp3,the time must have been somewhere around six o'clock,2,0,,,,
cv-valid-train/sample-113967.mp3,i thought that someday i'd be rich and could go to mecca,2,0,sixties,female,england,
cv-valid-train/sample-134781.mp3,that's what it means,2,0,twenties,female,indian,
cv-valid-train/sample-150113.mp3,i don't know you from adam,1,0,fifties,male,us,
cv-valid-train/sample-178178.mp3,but he found it much more interesting to observe the caravan and listen to the wind,1,0,,,,
cv-valid-train/sample-191050.mp3,several figures approached him,6,0,teens,female,us,
cv-valid-train/sample-151924.mp3,and the falcon then nourishes man,3,1,,,,
cv-valid-train/sample-094172.mp3,linus is known for his clear and explicit language,1,0,twenties,male,us,
cv-valid-train/sample-091571.mp3,his soul must be too primitive to understand those things he thought,3,0,thirties,female,us,
cv-valid-train/sample-016421.mp3,i'm not going very far the alchemist answered looking straight into the eyes of the horsemen,1,0,seventies,male,england,
cv-valid-train/sample-145303.mp3,the old man knew how to read and had already read the book,2,1,,,,
cv-valid-train/sample-118029.mp3,he was able to get on his knees but he quickly slipped back,3,0,,,,
cv-valid-train/sample-131311.mp3,it was dropping off in flakes and raining down on the sand,3,0,,,,
cv-valid-train/sample-155282.mp3,there's no danger the boy said when they had moved on past the encampment,1,0,,,,
cv-valid-train/sample-049492.mp3,he doesn't have anything else,2,0,,,,
cv-valid-train/sample-149062.mp3,an alchemist said the alchemist,1,0,fourties,male,england,
cv-valid-train/sample-060474.mp3,so the wind blew with all its strength and the sky was filled with sand,1,0,,,,
cv-valid-train/sample-023628.mp3,the camel driver was not a fighter and he had consulted with seers,17,0,,,,
cv-valid-train/sample-120048.mp3,the merchant turned to a customer who wanted three crystal glasses,1,0,,,,
cv-valid-train/sample-165695.mp3,that makes sense the alchemist answered,1,0,thirties,male,england,
cv-valid-train/sample-154333.mp3,you've put one administration out and another in,1,0,fourties,male,us,
cv-valid-train/sample-164092.mp3,the heat lasted until nightfall and all that time he had to carry his jacket,1,0,teens,male,us,
cv-valid-train/sample-160586.mp3,he noticed the unequal cooling of its surface,3,0,twenties,male,indian,
cv-valid-train/sample-118512.mp3,let's go and have some lunch said the crystal merchant,1,0,,,,
cv-valid-train/sample-136738.mp3,he wanted to say so to the alchemist but he was afraid of the man,4,0,fourties,male,us,
cv-valid-train/sample-100985.mp3,one day the earth began to tremble and the nile overflowed its banks,1,0,,,,
cv-valid-train/sample-049676.mp3,where do you live shouted the boy as the horseman rode away,1,0,,,,
cv-valid-train/sample-098028.mp3,i went stretching my legs clumsily and feeling my way in the dark,5,0,twenties,female,us,
cv-valid-train/sample-157629.mp3,did you get the mayor,1,0,thirties,male,indian,
cv-valid-train/sample-115719.mp3,that he had attended a seminary until he was sixteen,2,0,,,,
cv-valid-train/sample-176795.mp3,i didn't need to waste my time just for this he said,1,0,,,,
cv-valid-train/sample-034900.mp3,he expertly gutted the rabbit,1,0,,,,
cv-valid-train/sample-078193.mp3,the boy wanted to take her hand,3,0,fourties,female,australia,
cv-valid-train/sample-042832.mp3,the boy approached her to ask about the alchemist,6,0,,,,
cv-valid-train/sample-035801.mp3,i went stretching my legs clumsily and feeling my way in the dark,4,0,,,,
cv-valid-train/sample-125464.mp3,this will help you effectively collaborate with developers and coordinate crossteam projects throughout your career,2,0,,,,
cv-valid-train/sample-029745.mp3,sports music cooking and other topics are covered,1,0,,,,
cv-valid-train/sample-095315.mp3,the boy put the stones in his pouch,1,0,,,,
cv-valid-train/sample-083616.mp3,something happens here you'll have to remember later on,1,0,,,,
cv-valid-train/sample-009787.mp3,there was hardly any movement from the pit,1,0,,,,
cv-valid-train/sample-128222.mp3,everyone seemed very excited,5,4,,,,
cv-valid-train/sample-024699.mp3,there's that reprieve if they ever find out,1,0,teens,male,,
cv-valid-train/sample-194482.mp3,the two men hurried back and found the cylinder still lying in the same position,2,0,fourties,male,,
cv-valid-train/sample-185244.mp3,there was a time when for me a camel's whinnying was nothing more than whinnying,3,0,,,,
cv-valid-train/sample-091192.mp3,he didn't need to seek out the old woman for this,1,0,,,,
cv-valid-train/sample-001040.mp3,there was very little talking,17,1,,,,
cv-valid-train/sample-123718.mp3,i have never seen a rothschild before,1,0,twenties,female,england,
cv-valid-train/sample-134860.mp3,it was seen early in the morning rushing over eastward,1,0,,,,
cv-valid-train/sample-021408.mp3,you sure nothing's missing,1,0,fifties,female,australia,
cv-valid-train/sample-128873.mp3,but the marketplace was empty and he was far from home so he wept,2,0,,,,
cv-valid-train/sample-147819.mp3,i'm going out and find them,1,0,thirties,female,england,
cv-valid-train/sample-027985.mp3,maybe we're all that way the boy mused,2,0,,,,
cv-valid-train/sample-069938.mp3,how much does this cost,1,0,,,,
cv-valid-train/sample-087391.mp3,i wished i had a light to smoke by,2,0,fourties,male,canada,
cv-valid-train/sample-113149.mp3,well why did you say that i don't know about love the sun asked the boy,1,0,,,,
cv-valid-train/sample-004874.mp3,you can't believe it's not butter,2,1,,,,
cv-valid-train/sample-166493.mp3,that day the merchant gave the boy permission to build the display,1,0,,,,
cv-valid-train/sample-146347.mp3,we've existed since time began,1,0,,,,
cv-valid-train/sample-119230.mp3,henderson went into the railway station to telegraph the news to london,2,0,,,,
cv-valid-train/sample-061467.mp3,so you combined pleasure with business,1,0,,,,
cv-valid-train/sample-027267.mp3,it picks up on the mike,3,0,,,,
cv-valid-train/sample-187312.mp3,but i'm going in search of my treasure the boy said,4,0,,,,
cv-valid-train/sample-129004.mp3,it looked like a rusty gas float,2,1,,,,
cv-valid-train/sample-119928.mp3,this is my last chance,1,0,twenties,female,indian,
cv-valid-train/sample-022723.mp3,a lot of patience but shepherds know all about patience,1,0,,,,
cv-valid-train/sample-076365.mp3,no that's not what i mean,4,0,,,,
cv-valid-train/sample-176495.mp3,however the presentation of the previous work could be deeper,1,0,twenties,male,canada,
cv-valid-train/sample-195272.mp3,they formed heaps that are visible a mile and a half away,29,19,,,,
cv-valid-train/sample-160145.mp3,is this your wife's passport,3,0,,,,
cv-valid-train/sample-063990.mp3,replace the ts in tim tebow's name with any other consonant to get a star wars character,3,0,thirties,male,us,
cv-valid-train/sample-085452.mp3,it was no more exciting than an overturned carriage or a tree blown across the road,3,0,,,,
cv-valid-train/sample-060817.mp3,a thin circle of bright metal showed between the top and the body of the cylinder,4,1,twenties,female,us,
cv-valid-train/sample-167629.mp3,my friend bought all the other sheep immediately,1,0,,,,
cv-valid-train/sample-188951.mp3,at the first glance it was really not very exciting,4,1,fifties,female,england,
cv-valid-train/sample-153438.mp3,they said nothing else,3,0,twenties,female,canada,
cv-valid-train/sample-137507.mp3,but that's what they gave me,1,0,sixties,male,newzealand,
cv-valid-train/sample-151762.mp3,i know its dimensions and how it behaves,4,0,thirties,female,us,
cv-valid-train/sample-018355.mp3,how can i ever face him,1,0,twenties,male,us,
cv-valid-train/sample-097246.mp3,you shouldn't be here the alchemist answered,2,0,fourties,male,,
cv-valid-train/sample-013974.mp3,we've got to produce a show now,1,0,sixties,male,ireland,
cv-valid-train/sample-048898.mp3,that's the magic of omens said the boy,1,0,,,,
cv-valid-train/sample-178897.mp3,and don't forget the language of omens,1,0,,,,
cv-valid-train/sample-048369.mp3,don't be impatient he repeated to himself,3,0,,,,
cv-valid-train/sample-131883.mp3,hold your nose to keep the smell from disabling your motor functions,1,0,thirties,male,southatlandtic,
cv-valid-train/sample-098586.mp3,have trusted more in your love for fatima,6,0,fifties,male,us,
cv-valid-train/sample-037086.mp3,a monk dressed in black came to the gates,1,0,fourties,male,us,
cv-valid-train/sample-082310.mp3,he had been so far away that his face wasn't even visible,2,0,,,,
cv-valid-train/sample-034304.mp3,their faces were hidden behind blue veils with only their eyes showing,3,0,,,,
cv-valid-train/sample-015866.mp3,they rode for the entire day,2,0,,,,
cv-valid-train/sample-022875.mp3,everything in life is an omen said the englishman now closing the journal he was reading,2,0,,,,
cv-valid-train/sample-008019.mp3,most people there take it out pretty early in life,1,0,,,,
cv-valid-train/sample-038266.mp3,it was my fear of failure that first kept me from attempting the master work,1,0,twenties,male,us,
cv-valid-train/sample-164877.mp3,what would become of the doctor now that he had saved so many,1,0,,,,
cv-valid-train/sample-022214.mp3,they provided warnings about thieves and barbarian tribes,2,0,,,,
cv-valid-train/sample-027733.mp3,are you enjoying london,1,0,fifties,female,australia,
cv-valid-train/sample-113558.mp3,i think they perceived that nothing was to be done at the moment,6,1,teens,female,us,
cv-valid-train/sample-033179.mp3,i was wondering if you could tell me a bit more about what it's like to live and work there,1,0,,,,
cv-valid-train/sample-115778.mp3,many telescopes were pointed at it,1,0,twenties,male,us,
cv-valid-train/sample-060790.mp3,maybe because that wasn't really his dream,3,0,thirties,female,us,
cv-valid-train/sample-102749.mp3,the carpet was exquisite,3,0,,,,
cv-valid-train/sample-180715.mp3,and at that i told him and he took my place,1,0,sixties,female,us,
cv-valid-train/sample-095480.mp3,it could be computed in many ways which would give more or less equivalent results,1,0,twenties,male,,
cv-valid-train/sample-064523.mp3,they set off running wildly into the trees,3,0,,,,
cv-valid-train/sample-192015.mp3,that he wanted to travel,3,0,,,,
cv-valid-train/sample-152700.mp3,he knew he was stronger than his friend,2,0,twenties,male,indian,
cv-valid-train/sample-076149.mp3,he took his money from his pouch and showed it to the young man,7,0,twenties,female,us,
cv-valid-train/sample-041990.mp3,what's this the end of the eighth,2,0,,,,
cv-valid-train/sample-086367.mp3,the boy was shocked,3,0,,,,
cv-valid-train/sample-040802.mp3,how do you know,1,0,thirties,male,us,
cv-valid-train/sample-110113.mp3,sometimes i appear in the form of a solution or a good idea,3,0,,,,
cv-valid-train/sample-076655.mp3,one can imagine these two covered with sand running up the little street in the bright sunlight,2,1,twenties,female,us,
cv-valid-train/sample-106166.mp3,don't ask me why i don't know why,1,0,,,,
cv-valid-train/sample-072953.mp3,yes or even search for treasure,1,0,teens,male,england,
cv-valid-train/sample-013482.mp3,i think they perceived that nothing was to be done at the moment,5,1,,,,
cv-valid-train/sample-067808.mp3,and the odor of the animals became a bit more tolerable,2,1,,,,
cv-valid-train/sample-029755.mp3,the requirements are rather high for this job,1,0,,,,
cv-valid-train/sample-150639.mp3,the presented method can be applied to more realistic scenarios with a fixed camera,1,0,fourties,female,us,
cv-valid-train/sample-161528.mp3,debian is an operating system which is free as in freedom,2,0,,,,
cv-valid-train/sample-095107.mp3,i'll tell you what i'll do,2,0,thirties,male,england,
cv-valid-train/sample-069689.mp3,i'll stop him cold,1,0,thirties,male,england,
cv-valid-train/sample-024740.mp3,nothing's going to happen,1,0,thirties,male,us,
cv-valid-train/sample-009680.mp3,it's like the flight of those two hawks it can't be understood by reason alone,2,0,,,,
cv-valid-train/sample-074428.mp3,can you lend me your bycicle for a while,2,0,,,,
cv-valid-train/sample-169073.mp3,as he sat there thinking he sensed movement above him,1,0,,,,
cv-valid-train/sample-079272.mp3,my wife pointed out to me the brightness of the red green and yellow signal lights,9,0,,,,
cv-valid-train/sample-121772.mp3,it left a greenish streak that glowed for some seconds,3,0,,,,
cv-valid-train/sample-147827.mp3,that night there was another jetting out of gas from the distant planet,3,1,,,,
cv-valid-train/sample-179339.mp3,but that was simply because my eye was tired,3,0,,,,
cv-valid-train/sample-053787.mp3,she wants to be alone,1,0,,,,
cv-valid-train/sample-147752.mp3,in any case it's good that you've learned that everything in life has its price,1,0,,,,
cv-valid-train/sample-175488.mp3,the stained glass offered a hypnotic atmosphere,3,0,,,,
cv-valid-train/sample-075077.mp3,this box of markers has many different colors,2,0,twenties,male,us,
cv-valid-train/sample-044433.mp3,speak to the hand that wrote all said the sun,1,0,sixties,female,us,
cv-valid-train/sample-071300.mp3,this wasn't a strange place it was a new one,1,0,,,,
cv-valid-train/sample-123893.mp3,everyone on earth has a treasure that awaits him his heart said,1,0,,,,
cv-valid-train/sample-136962.mp3,he's been crying for five minutes,3,0,,,,
cv-valid-train/sample-192284.mp3,but there's a tribal war the boy reiterated,1,0,thirties,male,,
cv-valid-train/sample-153139.mp3,most of them were staring quietly at the big table,3,0,twenties,male,us,
cv-valid-train/sample-049743.mp3,did you get it,2,0,fourties,male,us,
cv-valid-train/sample-009989.mp3,maktub thought the boy,2,0,,,,
cv-valid-train/sample-187740.mp3,because life wants you to achieve your destiny,1,0,,,,
cv-valid-train/sample-089160.mp3,they stood there looking at the moon,2,0,thirties,male,us,
cv-valid-train/sample-136332.mp3,hundreds must have seen it and taken it for a falling star,3,0,twenties,male,us,
cv-valid-train/sample-179674.mp3,you point to a trail of ants leading into the house,2,1,teens,female,us,
cv-valid-train/sample-135569.mp3,i'm afraid you put them on too early,1,0,,,,
cv-valid-train/sample-097610.mp3,it was the levanter the wind that came from africa,2,0,,,,
cv-valid-train/sample-134435.mp3,had our instruments permitted it we might have been able to see the trouble way back when,7,0,,,,
cv-valid-train/sample-102193.mp3,we must evacuate the courtyard,1,0,twenties,male,us,
cv-valid-train/sample-047386.mp3,and he gave you that five dollar raise,2,0,,,,
cv-valid-train/sample-149432.mp3,the next day the boy returned to the well hoping to see the girl,3,0,teens,other,scotland,
cv-valid-train/sample-016247.mp3,the wind began to pick up,2,0,,,,
cv-valid-train/sample-133567.mp3,in a little while,1,0,,,,
cv-valid-train/sample-181658.mp3,we'll carry the desk over,1,0,,,,
cv-valid-train/sample-158080.mp3,no one can verify your results,1,0,fourties,male,canada,
cv-valid-train/sample-172374.mp3,watch out this is a bottomless abyss,1,0,,,,
cv-valid-train/sample-086464.mp3,i'm beginning to think women make the best spies,1,0,,,,
cv-valid-train/sample-094694.mp3,that makes sense the alchemist answered,2,0,,,,
cv-valid-train/sample-147509.mp3,i was just in town earlier this year so it is kind of crazy to think about what took place right after,1,0,,,,
cv-valid-train/sample-166503.mp3,they set off running wildly into the trees,3,0,,,,
cv-valid-train/sample-037153.mp3,everyone seemed very excited,3,0,fifties,male,us,
cv-valid-train/sample-183674.mp3,i need you to be spontaneous he asked me out to din din,5,0,fourties,male,england,
cv-valid-train/sample-036071.mp3,it seemed such a little thing so bright and small and still,1,0,,,,
cv-valid-train/sample-163147.mp3,and a new contract goes with it,1,0,,,,
cv-valid-train/sample-071729.mp3,don't give in to your fears said the alchemist in a strangely gentle voice,2,1,,,,
cv-valid-train/sample-078813.mp3,help me the boy said,1,0,,,,
cv-valid-train/sample-161471.mp3,a shepherd may like to travel but he should never forget about his sheep,1,0,teens,male,,
cv-valid-train/sample-073634.mp3,it's a dream in the language of the world she said,2,0,thirties,male,indian,
cv-valid-train/sample-122412.mp3,he dressed in his arabian clothing of white linen bought especially for this day,3,0,sixties,male,us,
cv-valid-train/sample-181499.mp3,but the tradition also says that we should believe the messages of the desert,3,0,thirties,male,england,
cv-valid-train/sample-178089.mp3,i didn't come here to have you read my palm he said already regretting having come,2,1,thirties,male,,
cv-valid-train/sample-152042.mp3,a little lemongrass should freshen it up,1,0,,,,
cv-valid-train/sample-083631.mp3,but you don't know about love,2,0,teens,female,us,
cv-valid-train/sample-054831.mp3,i get thirty dollars a week,1,0,teens,male,indian,
cv-valid-train/sample-113485.mp3,among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby,6,0,twenties,male,,
cv-valid-train/sample-078050.mp3,so we their hearts speak more and more softly,2,0,twenties,male,canada,
cv-valid-train/sample-081561.mp3,the streamer of gas came out towards us,1,0,,,,
cv-valid-train/sample-077324.mp3,the night was warm and i was thirsty,3,0,thirties,male,ireland,
cv-valid-train/sample-053174.mp3,i'm interested only in the present,2,0,,,,
cv-valid-train/sample-058875.mp3,the only shadow was that of the few scattered pine trees,2,0,,,,
cv-valid-train/sample-125192.mp3,death doesn't change anything the boy thought,4,0,thirties,male,us,
cv-valid-train/sample-146175.mp3,i knew you'd wake up sooner or later,1,0,,,,
cv-valid-train/sample-015579.mp3,that's the man who knows all the secrets of the world she said,3,0,,,,
cv-valid-train/sample-138924.mp3,what's your name he asked,2,0,twenties,male,philippines,
cv-valid-train/sample-158902.mp3,you don't have to be rich skinny popular or even own a cape to perform a random act of kindness,2,0,,,,
cv-valid-train/sample-017147.mp3,about eleven i walked back to my home in maybury because nothing seemed to be happening,2,0,,,,
cv-valid-train/sample-036562.mp3,i think you're a great guy,1,0,thirties,male,england,
cv-valid-train/sample-066768.mp3,my friend said i love you,2,0,,,,
cv-valid-train/sample-054910.mp3,the newspaper articles had prepared everyone for the reception of the idea,2,1,,,,
cv-valid-train/sample-188308.mp3,what are you doing there,1,0,,,,
cv-valid-train/sample-164343.mp3,the shop folks were taking down their shutters and people were opening their bedroom windows,1,0,,,,
cv-valid-train/sample-038843.mp3,a card hanging in the doorway announced that several languages were spoken in the shop,3,0,fifties,male,us,
cv-valid-train/sample-176083.mp3,it's extremely suspicious that there's no information about brains that didn't come from a brain,2,0,,,,
cv-valid-train/sample-047769.mp3,i was scared but wasted no time in going out and crossing the bridge to the sand pits,4,1,,,,
cv-valid-train/sample-090952.mp3,shall i put a little rum in the coffee,1,0,,,,
cv-valid-train/sample-106142.mp3,he's doing it because it's what he wants to do,1,0,thirties,male,us,
cv-valid-train/sample-081318.mp3,we are obliged at least once in our lives to visit the holy city of mecca,2,0,,,,
cv-valid-train/sample-138063.mp3,the same hand that had brandished the sword now held a whip,2,1,,,,
