,filename,text,pred_str
1041,cv-valid-dev/sample-001041.mp3,CAN YOU IMAGINE THAT,CAN YOU IMAGINE THAT THAT'S YA CRAY
1042,cv-valid-dev/sample-001042.mp3,IN SOME PLACES THE GROUND WAS COVERED WITH THE SALT OF DRIEDUP LAKES,IN SOME PLACES THE GROUND WAS COVERED WITH THE SALT OF DRIED UPLAKES
1043,cv-valid-dev/sample-001043.mp3,THEY WENT IN TO DRINK THE TEA WHICH WAS SERVED IN BEAUTIFUL CRYSTAL GLASSES,THEY WENT IN TO DRINK THE TEA WHICH WERE SERVED IN BEAUTIFUL CRYSTAL GLASSES
1044,cv-valid-dev/sample-001044.mp3,ARE YOU CERTAIN IT'S NOT A MONSTER,BAYUSENATON DESARTAM OS
1045,cv-valid-dev/sample-001045.mp3,STARTING WITH HIS OWN,STARTING WITH HIS OWN
1046,cv-valid-dev/sample-001046.mp3,THAT'S WHY I KEEP LOSING,THAT'S WHY I KEEP LOSING
1047,cv-valid-dev/sample-001047.mp3,WHAT HAD BEEN NEXT TO HIM FIVE MINUTES AGO WAS NOW AT THE OTHER SIDE,WHAT HAD BEEN NEXT TO HIM FIVE MINUTES AGO WAS NOW AT THE OTHER SIDE
1048,cv-valid-dev/sample-001048.mp3,I DON'T TRUST ANYBODY,I DON'T TRUST ANYBODY
1049,cv-valid-dev/sample-001049.mp3,I'LL WORK ALL NIGHT UNTIL DAWN AND I'LL CLEAN EVERY PIECE OF CRYSTAL IN YOUR SHOP,I'LL WORK ALL NIGHT UNTIL DAWN AND I'LL CLEAN EVERY PIECE OF CRYSTAL IN YOUR SHOP
1050,cv-valid-dev/sample-001050.mp3,BUT ARMS CANNOT BE DRAWN UNLESS THEY ALSO GO INTO BATTLE,BUT ARMS CANNOT BE DRAWN UNLESS THEY ALSO GO INTO BATTLE
1051,cv-valid-dev/sample-001051.mp3,AT MOST THEY THOUGHT THAT ANOTHER METEORITE HAD DESCENDED,UTMOST THEY THOUGHT THAT ANOTHER METEERITE HAD DESCENDED
1052,cv-valid-dev/sample-001052.mp3,HE WANTED TO FORGET ABOUT THE VISION AND RETURN TO HIS MEDITATION,HE WANTED TO FORGET ABOUT THE VISION AND RETURN TO HIS MEDITATION
1053,cv-valid-dev/sample-001053.mp3,THE BOY PUT THE STONES IN HIS POUCH,THE BOY PUT TWO STONES IN HIS POUCH
1054,cv-valid-dev/sample-001054.mp3,THAT HE WANTED TO TRAVEL,THAT HE WANTED TO TRAVEL
1055,cv-valid-dev/sample-001055.mp3,I WENT STRETCHING MY LEGS CLUMSILY AND FEELING MY WAY IN THE DARK,I WENT STRETCHING MY LEGS CLUMSILY AND FEELING MY WAY INTO THE DARK
1056,cv-valid-dev/sample-001056.mp3,BUT THEN I REALIZED SHE COULDN'T HAVE BEEN,BUT THEN I REALIZED SHE COULDN'T HAVE BEEN
1057,cv-valid-dev/sample-001057.mp3,IF A PERSON IS LIVING OUT HIS DESTINY HE KNOWS EVERYTHING HE NEEDS TO KNOW,IF A PERSON IS LIVING OUT HIS DESTINY HE KNOWS EVERYTHING HE NEEDS TO KNOW
1058,cv-valid-dev/sample-001058.mp3,JUST A MEMORY RIGHT NOW IT SIGNIFIED SHADE WATER AND A REFUGE FROM THE WAR,JUST A MEMORY RIGHT NOW IT SIGNIFIED SHADE WATER AND A REFUGE FROM THE WAR
1059,cv-valid-dev/sample-001059.mp3,THEY HAVE CHEAP SAUSAGES AND FRIES AT THE BREWERY TOMORROW,THEY ARE CHEAP SAUSAGE AND FRIES OF THE BRURY TO MORROW
1060,cv-valid-dev/sample-001060.mp3,THEY'RE NOT MY SHEEP ANYMORE HE SAID TO HIMSELF WITHOUT NOSTALGIA,THEY ARE NOT MY SHEEP ANY MORE HE SAID TO HIMSELF WITHOUT AN ASTAUJAW
1061,cv-valid-dev/sample-001061.mp3,MAYBE THIS IS AN OMEN SAID THE ENGLISHMAN HALF ALOUD,MAYBE THIS IS AN OMEN SAID THE ENGLISHMAN HALF ALOUD
1062,cv-valid-dev/sample-001062.mp3,THEY SEEMED TO LAUGH AT HIM AND HE LAUGHED BACK HIS HEART BURSTING WITH JOY,THEY SEEMED TO LAUGH AT HIM AND HE LAUGHED BACK HIS HEART BURSTING WITH JOY
1063,cv-valid-dev/sample-001063.mp3,LASER TAG IS A GAME QUITE SIMILAR TO PAINTBALL,BLATHER TAG IS A GAIM WHAT SIMILAR TO PAINT BALT
1064,cv-valid-dev/sample-001064.mp3,WHO'D YOU SAY IT WAS,WHOULD YOU SAY IT WAS
1065,cv-valid-dev/sample-001065.mp3,YOU CAN'T GO ANY FARTHER ONE OF THEM SAID,YOU CAN'T GO ANY FATHER ONE OF THEM SAID
1066,cv-valid-dev/sample-001066.mp3,I DON'T BELIEVE IT,IH DON'T BELIEVE IT
1067,cv-valid-dev/sample-001067.mp3,BUT HE DIDN'T NEED TO WORRY ABOUT THAT RIGHT NOW,BUT HE DIDN'T NEED TO WORRY ABOUT THAT RIGHT NOW
1068,cv-valid-dev/sample-001068.mp3,THE BOY DIDN'T KNOW WHAT TO SAY,THE BOY DIDN'T KNOW WHAT TO SAY
1069,cv-valid-dev/sample-001069.mp3,EVIDENTLY WE'RE THE FLOOR SHOW,EVIDENTLY WERE THE FLOOR SHOW
1070,cv-valid-dev/sample-001070.mp3,IT'S NOT I THE WIND SPOKE ABOUT,IT'S NOT I THE WINDS SPOKE OF BOUD
1071,cv-valid-dev/sample-001071.mp3,THE BOY STEPPED CLOSER TO THE GIRL AND WHEN SHE SMILED HE DID THE SAME,THE BOY STEPPED CLOSER TO THE GIRL AND WHEN SHE SMILED HEEDED THE SAME
1072,cv-valid-dev/sample-001072.mp3,THE BOY DIDN'T KNOW WHAT TO SAY,THE BOY DO DIDN'T KNOW WHAT TO SAY
1073,cv-valid-dev/sample-001073.mp3,CAN YOU GET IN THIS DESK,CAN YOU GET IN THIS DESK
1074,cv-valid-dev/sample-001074.mp3,ELLIE WON FIRST PRIZE IN THE SPELLING COMPETITION,ELLIWON FIRST BRIASE IN THE SPENNING COMPETITION
1075,cv-valid-dev/sample-001075.mp3,WE DON'T KNOW WHAT'S IN THE CONFOUNDED THING DO YOU,WE DON'T KNOW WHAT'S IN THE CONFODED THING DO YOU
1076,cv-valid-dev/sample-001076.mp3,BUT THE MERCHANT UNDERSTOOD WHAT THE BOY HAD SAID,BUT THE MERCHANT UNDERSTOOD WHAT THE BOY HAD SAID
1077,cv-valid-dev/sample-001077.mp3,I HEARD A PECULIAR HUMMING SOUND FROM THE PIT,I HEARD A PECULIAR HUMMING SOUND FROM THE PIT
1078,cv-valid-dev/sample-001078.mp3,THEY CAN'T HELP THEMSELVES,THEY CAN'T HELP THEMSELVES
1079,cv-valid-dev/sample-001079.mp3,ON THE FIRST DAY HE RETURNED WITH A RABBIT AND ON THE SECOND WITH TWO BIRDS,ON THE FIRST DAY HE RETURNED WITH A RABBIT AND ON THE SECOND WITH TWO BIRDS
1080,cv-valid-dev/sample-001080.mp3,THE GUY THOUGHT HE WAS A LUNATIC AT LARGE AND MADE AN UNSUCCESSFUL ATTEMPT TO STOP HIM,THE GUY THOUGHT HE WAS A LUNATIC AT LARGE AND MADE AN UNSUCCESSFUL ATTEMPT TO STOP HIM
1081,cv-valid-dev/sample-001081.mp3,THERE WAS VERY LITTLE TALKING,THERE WAS VERY LITTLE TALKING
1082,cv-valid-dev/sample-001082.mp3,I'M AN ALCHEMIST SIMPLY BECAUSE I'M AN ALCHEMIST HE SAID AS HE PREPARED THE MEAL,I'M AN ALCHYMIST SIMPLY BECAUSE I'M AN ALCHYMIST HE SAID AS HE PREPARED THE MEAL
1083,cv-valid-dev/sample-001083.mp3,BUT THEY DON'T COUNT,BUT THEY DON'T COUNT
1084,cv-valid-dev/sample-001084.mp3,ONLY CHRIS COULDN'T WAIT QUITE AS LONG AS THE OTHERS,ONLY CRIS COULDN'T WAIT QUITE AS LONG AS THE OTHERS
1085,cv-valid-dev/sample-001085.mp3,NOW I WANT YOU TO SIGN THIS AGREEMENT,NOW I WANT YOU TO SIGN THIS AGREEMENT
1086,cv-valid-dev/sample-001086.mp3,I REALLY DID IT QUITE BRILLIANTLY,I REALLY DID IT QUITE BRILLIANTLY
1087,cv-valid-dev/sample-001087.mp3,HOLD ON A MINUTE,HOLD ON A MIDET
1088,cv-valid-dev/sample-001088.mp3,SUDDENLY HE DISAPPEARED AND I COULD HEAR A FAINT SHRIEK BEHIND THE WALLS,SUDDENLY HE DISAPPEARED THEN I COULD HEAR A FAINT SHRIEK BEHIND THE WALLS
1089,cv-valid-dev/sample-001089.mp3,WHERE DO YOU LIVE SHOUTED THE BOY AS THE HORSEMAN RODE AWAY,WHERE DO YO LIVE SHOUTED THE BOY AS THE HORSEMAN RODE AWAY
1090,cv-valid-dev/sample-001090.mp3,AND HE ASKED THE BOY IF HE TOO WERE IN SEARCH OF THE ALCHEMIST,HE ASKED THE BOY IF HE TOO WERE IN SEARCH OF THE ALCHYMIST
1091,cv-valid-dev/sample-001091.mp3,HE CAME TO UNDERSTAND ITS DODGES AND TRICKS AND TO ACCEPT IT AS IT WAS,HE CAME TO UNDERSTAND ITS TODGES AND TRICKS AND TO ACCEPT IT AS IT WAS
1092,cv-valid-dev/sample-001092.mp3,YOU LIVED YOUR LIFE IN A LOVING WAY AND DIED WITH DIGNITY,YOU LEVET YOUR LIFE IN A LOVING WAY AND DHIT WITTED DHEGINITY
1093,cv-valid-dev/sample-001093.mp3,BE CAREFUL WITH YOUR PROGNOSTICATIONS SAID THE STRANGER,BE CAREFUL WITH YOUR PROGNOSTICATIONS SAID THE STRANGER
1094,cv-valid-dev/sample-001094.mp3,AN LED WAS INDICATING THE PROXIMITY DETECTOR WAS WORKING PROPERLY,AN ALI D WAS INDICATING THE PROXIMITY DETECTOV WAS WORKING PROPERLY
1095,cv-valid-dev/sample-001095.mp3,THAT'S WHAT KILLED HIM,THAT'S WHAT KILLED HIM
1096,cv-valid-dev/sample-001096.mp3,AS SOON AS HE SAW ME AMONG THE CROWD HE CALLED TO ME TO COME DOWN,AS SOON AS HE SAW ME AMONG THE CROWD HE CALLED TO ME TO COME DOWN
1097,cv-valid-dev/sample-001097.mp3,THERE WAS A TIME WHEN FOR ME A CAMEL'S WHINNYING WAS NOTHING MORE THAN WHINNYING,THERE WAS A TIME WHEN FROM ME A CAMEL'S WHINNYING WIS NOTHING MORE THAN WHINNYING
1098,cv-valid-dev/sample-001098.mp3,YOU HAVE BEEN STOPPING ME,YOU HAVE BEEN STOPPING ME
1099,cv-valid-dev/sample-001099.mp3,I'M GOING TO THEM,IAM GOING TO THEM
1100,cv-valid-dev/sample-001100.mp3,THE ALCHEMIST WAS A BIT DAUNTING BUT AS THE BOY DRANK THE WINE HE RELAXED,THE ELCHIMIST WAS A BIT DAUNTING BUT AS THE BOY DRAGGED THE WIND EDY LAUGHED
1101,cv-valid-dev/sample-001101.mp3,THE STRANGER WAS SPEAKING OF THINGS THAT VERY FEW PEOPLE KNEW ABOUT,THE STRANGER WAS SPEAKING OF THINGS THAT VERY FEW PEOPLE KNEW ABOUT
1102,cv-valid-dev/sample-001102.mp3,HIRES TWO PERSONAL TRAINERS AND MAKE ONE OF THEM TRAIN THE OTHER ONE,HIRE'S TWO PERSONAL TRAINERS AND MAKE ONE OF THEM TRAIN THE OTHER ONE
1103,cv-valid-dev/sample-001103.mp3,WHAT'S THE WORLD'S GREATEST LIE THE BOY ASKED COMPLETELY SURPRISED,WHAT'S THE WORLDS GRATESLY THE BOY ASKED COMPLETELY SURPRISED
1104,cv-valid-dev/sample-001104.mp3,THEY DIDN'T HAVE THE PRINTING PRESS IN THOSE DAYS THE BOY ARGUED,THEY DILN'T HAVE THE PRINTING PLACE IN THOSE DAYS THE BOY ARGUED
1105,cv-valid-dev/sample-001105.mp3,BUT THE MERCHANT UNDERSTOOD WHAT THE BOY HAD SAID,BUT THE MERCHANT UNDERSTOOD WHAT THE BOY HAD SAID
1106,cv-valid-dev/sample-001106.mp3,THROUGHOUT THE ENTIRE DAY WE WILL BE ON THE LOOKOUT FOR OUR ENEMIES,THTROUGHOUT THE ENTIRE DAY WE WILL BE ON THE LOOKOUT FOR OUR ENEMIES
1107,cv-valid-dev/sample-001107.mp3,THE OTHER SON WAS A POET AND DELIGHTED ALL OF ROME WITH HIS BEAUTIFUL VERSES,THE ANDER SON WAS A BOOT AND DELIGHTED ALL OF ROME WITH HIS BEAUTIFUL FERSES
1108,cv-valid-dev/sample-001108.mp3,I'M GOING TO THEM,I'M GOING TO THEM
1109,cv-valid-dev/sample-001109.mp3,YOU'RE THE HOPE OF THE WORLD,YOU ARE THE WOLP OF THE WORD
1110,cv-valid-dev/sample-001110.mp3,YOU SHOULD EVALUATE IT IN A PERCEPTUAL EXPERIMENT,YOU SHOULD EVALUATEID IN A PERCEPTIAL EXPERIMENT
1111,cv-valid-dev/sample-001111.mp3,THEY'D NEVER LET YOU GO,THEY'D NEVER LET YOU GO
1112,cv-valid-dev/sample-001112.mp3,EVEN THEN HE HARDLY UNDERSTOOD WHAT THIS MEANT,EVEN THEN HE HARTLY UNDERSTOOD WHAT THIS MEANT
1113,cv-valid-dev/sample-001113.mp3,THEY RETURNED TO THE GATES OF THE MONASTERY,THEY RETURNED TO THE GATES OF THE MONASTERY
1114,cv-valid-dev/sample-001114.mp3,BUT THE ALCHEMIST CONTINUED TO LOOK TO THE HORIZON,BUT THAT MUST CONTINUED TO LOOK TO THE HORIZON
1115,cv-valid-dev/sample-001115.mp3,THANK YOU VERY MUCH,THANK YOU VERY MUCH
1116,cv-valid-dev/sample-001116.mp3,SCATTERED GROUPS OF PEOPLE WERE HURRYING FROM THE DIRECTION OF WOKING,SCATTERED GROUPS OF PEOPLE WERE HURRYING FROM THE DIRECTION OF WOKEEN
1117,cv-valid-dev/sample-001117.mp3,HE HAD DONE THIS FOR YEARS AND KNEW THE SCHEDULE OF EVERYONE WHO PASSED,HE HAD DONE THIS FOR YEARS AND KNEW THE SCHEDULE OF EVERY ONE WHO PASSED
1118,cv-valid-dev/sample-001118.mp3,THAT'S ALL MARK EVER TALKS ABOUT,BUT'S ALL MARK EVER TOPS ABOUT
1119,cv-valid-dev/sample-001119.mp3,IT BROUGHT HIS HEART INTO HIS MOUTH,IT BROUGHT HIS HEART INTO HIS MOUTH
1120,cv-valid-dev/sample-001120.mp3,THE BURNING FIRE HAD BEEN EXTINGUISHED,THE BURNING FIRE HAD BEEN EXTINGUISHED
1121,cv-valid-dev/sample-001121.mp3,HE LIVES AT THE ALFAYOUM OASIS HIS FRIEND HAD SAID,HE LIVES AT THE ELDE FAYUM OWESIS HIS FRIEND HAD SAID
1122,cv-valid-dev/sample-001122.mp3,HE'S IN THE INSURANCE BUSINESS,HE'S IN IN SHORTEN'S BUSINESS
1123,cv-valid-dev/sample-001123.mp3,THEY PROVIDED WARNINGS ABOUT THIEVES AND BARBARIAN TRIBES,THEY PROVIDED WARNINGS ABOUT PHEVIUS AND BARBARIAN TRIBES
1124,cv-valid-dev/sample-001124.mp3,THEY WERE KNOWN AS SEERS AND THEY WERE HELD IN FEAR BY WOMEN AND THE ELDERLY,THEY WERE KNOWN AS SEARS AND THEY WERE HELD IN FEAR BY WOMAN AND THE EL DALI
1125,cv-valid-dev/sample-001125.mp3,MOST OF THEM WERE STARING QUIETLY AT THE BIG TABLE,MOST OF THEM WERE STARING QUIETLY AT THE BIG TABLE
1126,cv-valid-dev/sample-001126.mp3,LOVE IS THE FALCON'S FLIGHT OVER YOUR SANDS,LOVE IS THE FALCON'S FLIGHT OVER YOUR SANDS
1127,cv-valid-dev/sample-001127.mp3,ABSOLUTELY DESPICABLE THAT GINGERBREAD MEN ARE FORCED TO LIVE IN HOUSES MADE OF THEIR OWN FLESH,ABSOLUTELY DESPICABLE THAT GINGERBREAD MEN ARE FORCED TO LIVE IN HOUSES MADE OF THEIR OWN FLESH
1128,cv-valid-dev/sample-001128.mp3,FROM THEN ON HE WOULD MAKE HIS OWN DECISIONS,FROM ZENON HE WOULD MAKE HIS OWN DECISION
1129,cv-valid-dev/sample-001129.mp3,I HOLD THE POWER OF LIFE AND DEATH FOR EVERY PERSON I TAKE WITH ME,I HOLD THE POWER OF LIFE AND DEATH FOR EVERY PERSON I TAKE WITH ME
1130,cv-valid-dev/sample-001130.mp3,I HEARD A PECULIAR HUMMING SOUND FROM THE PIT,I HEARD A PECULIAR HUMMING SOUND FROM THE PIT
1131,cv-valid-dev/sample-001131.mp3,YOU KNEW THE WHOLE STORY,YOU KNEW THE WHOLE STORY
1132,cv-valid-dev/sample-001132.mp3,HE WAS ABOUT THE SAME AGE AND HEIGHT AS THE BOY,HE WAS ABOUT THE SAME AGE AND HATE AS THE BOY
1133,cv-valid-dev/sample-001133.mp3,'M ALL ABOUT THOSE INVISIBLE COSMIC CONNECTIONS THAT TRANSCEND TIME AND DISTANCE,MULL ABOUT THESE INVISIBLE COSMIC CONNECTIONS THAT TRANSCEND TAME AND D
1134,cv-valid-dev/sample-001134.mp3,DOWN BELOW IN THE DARKNESS WERE HUNDREDS OF PEOPLE SLEEPING IN PEACE,DOWN BELOW IN THE DARKNESS WERE HUNDREDS OF PEOPLE SLEEPING IN PACE
1135,cv-valid-dev/sample-001135.mp3,THEN SUDDENLY HE NOTICED IT WITH A START,THEN SUDDENLY HE NOTICED IT WITH A START
1136,cv-valid-dev/sample-001136.mp3,THAT IS AN ANTELOPE MY SON,THAT IS AT ANTELOPE MY SON
1137,cv-valid-dev/sample-001137.mp3,I SHALL MAKE US SOME ICE CUBES,I SHALL MAKE US SOME ICECUSE
1138,cv-valid-dev/sample-001138.mp3,THEN THE THING CAME UPON HIM IN A FLASH,THEN THE THING CAME UPON HIM IN A TLASH
1139,cv-valid-dev/sample-001139.mp3,IT HELPED ME TO TRUST IN PEOPLE THE ENGLISHMAN ANSWERED,IT HELPED ME TO TRUST IN PEOPLE THE ENGLISHMAN ANSWERED
1140,cv-valid-dev/sample-001140.mp3,I HAVE HAD THE SAME DREAM TWICE HE SAID,I HAVE HAD THE SAME DRING TWICE HE SAID
1141,cv-valid-dev/sample-001141.mp3,I JUST DON'T TRUST ANYONE WHO SAYS THEY'VE NEVER HAD HAMBURGER HELPER,I DON'T TRUST ANYONE WHO SAYS THEY'D NEVER HAD HAMBURGER ALPER
1142,cv-valid-dev/sample-001142.mp3,BECAUSE YOU ARE TRYING TO REALIZE YOUR DESTINY,BECAUSE YOU ARE TRYING TO REALIZE YOUR DESTINY
1143,cv-valid-dev/sample-001143.mp3,MANY TELESCOPES WERE POINTED AT IT,MANY TELESCOPES WERE POINTED AT IT
1144,cv-valid-dev/sample-001144.mp3,HE GOT UP EARLY WITH THE IDEA OF FINDING IT,HE GOT UP EARLY WITH THE IDEA OF FINDING IT
1145,cv-valid-dev/sample-001145.mp3,DID YOU WANT TO SEE HER ABOUT SOMETHING IMPORTANT,DID YOU WANT TO SEE HER ABOUT SOMETHING IMPORTANT
1146,cv-valid-dev/sample-001146.mp3,SAYS FOR US TO GO THE LIMIT,SAS FOR US TO GO THE LIMIT
1147,cv-valid-dev/sample-001147.mp3,HE HAD FOUND WHERE HIS TREASURE WAS AND WAS FRIGHTENED AT WHAT MIGHT HAPPEN,HE HAD FOUND WHERE HIS TREASURE WAS AND WAS FRIGHTENED AT WHAT MIGHT HAPPEN
1148,cv-valid-dev/sample-001148.mp3,WHAT ARE YOU DOING THERE,WHAT ARE YOU DOING THERE
1149,cv-valid-dev/sample-001149.mp3,I'M YOUR GUARDIAN ANGEL,AM YOUR GUARDIAN ANGEL
1150,cv-valid-dev/sample-001150.mp3,BUT HORSES TIRE BIT BY BIT,BHAT HORSES TIRED BIT BY BIT
1151,cv-valid-dev/sample-001151.mp3,THE OLD MAN KNEW HOW TO READ AND HAD ALREADY READ THE BOOK,THE OLD MAN KNEW HOW TO READ AND HAD ALREADY READ THE BOOK
1152,cv-valid-dev/sample-001152.mp3,THE SUSPENSION BRIDGE WAS SWINGING IN THE GALE,THE SUSPENSION BRIDGE WAS SWINGING IN THE GALE
1153,cv-valid-dev/sample-001153.mp3,THERE HAS BEEN A ROBBERY AT THE BURGER SHOP IN DOWNTOWN,THERE HAS BEEN A ROBBERY AT THE BURGER SHOP IN DOWNTOWN
1154,cv-valid-dev/sample-001154.mp3,SHE KEEPS SAYING THAT SHE HAS NO REGRETS ABOUT MOVING BACK HOME BUT IM NOT SURE IF ITS ENTIRELY TRUE,SHE KEEPS SAYING THAT SHE HAS NO REGRETS ABOUT MOVING BACK HOME BUT I'M NOT SURE IF IT'S ENTIRELY TRUE
1155,cv-valid-dev/sample-001155.mp3,HE'S AFTER THE MONEY,HE'S AFTER THE MONEY
1156,cv-valid-dev/sample-001156.mp3,DON'T ASK ME WHY I DON'T KNOW WHY,DON'T ASK ME WHY I DON'T KNOW WHY
1157,cv-valid-dev/sample-001157.mp3,WHEN HE WAS A CHILD THAT MAN WANTED TO TRAVEL TOO,WHEN HE WAS A CHILD THAT MEN WANTED TO TREBLE TO
1158,cv-valid-dev/sample-001158.mp3,SO HOW WILL WE NAME ALL THESE HURRICANES,SO HOW WELL WE NAME ALL THESE HURRICANES
1159,cv-valid-dev/sample-001159.mp3,THE TOP OF THE CYLINDER WAS ROTATING ON ITS BODY,THE TOP OF THE CYLNDER WAS PRETEDING ON HIS BODY
1160,cv-valid-dev/sample-001160.mp3,LOTS OF SHEPHERDS PASSED THROUGH SELLING THEIR WOOL,LOTS OF SHEPHERDS PASSED THROUGH SELLING THEIR WOOL
1161,cv-valid-dev/sample-001161.mp3,SPEAK TO THE HAND THAT WROTE ALL SAID THE SUN,SPEAK TO THE HANDS THAT WROTE ALL SAID THE SON
1162,cv-valid-dev/sample-001162.mp3,THE FIRST RULE OF DON'T FIGHT CLUB IS LET'S TALK ABOUT IT,THE FIRST RULE OF DON'T FIGHT CLUB IS LET'S TALK ABOUT IT
1163,cv-valid-dev/sample-001163.mp3,I WAS SITTING WITH MY BEST FRIEND WHEN HE ASKED ME HEY HANNAH CAN YOU DO ME A FAVOR,I WAS SITTING WITH MY BEST FRIEND WHEN HE ASKED ME HEY HANNACK CAN YOU DO ME A FAVOR
1164,cv-valid-dev/sample-001164.mp3,HE THOUGHT OF THE WOMAN WHO HAD TRUSTED IN THE DESERT,HE THOUGHT OF THE WOMAN WHO HAD TRUSTED IN THE DESERT
1165,cv-valid-dev/sample-001165.mp3,YOU WON'T HAVE ANY TROUBLE READING IT,YOU WON'T HAVE ANY TROUBLE READING IT
1166,cv-valid-dev/sample-001166.mp3,WILMAS GONE CAT SITTING AGAIN FOR THE WEEKEND IF YOU WANT TO COME OVER,WELMONSGON KETT SITTING AGAIN FOR THE WEAK END IF YOU WANT TO COME OVER
1167,cv-valid-dev/sample-001167.mp3,THAT NIGHT THERE WAS ANOTHER JETTING OUT OF GAS FROM THE DISTANT PLANET,THAT NIGHT THERE WAS NOTH THE JETTING OF GAS FROM THE DISTANT PLANET
1168,cv-valid-dev/sample-001168.mp3,ANOTHER PERSON WAS THERE TO HELP HIM TOWARD HIS DESTINY,ANOTHER PERSON WAS THERE TO HELP HIM TOWARD HIS DESTINY
1169,cv-valid-dev/sample-001169.mp3,THE OLD MAN RETURNED THE BOOK TO THE BOY,THE OLD MAN RETURNED THE BOOK TO THE BOY
1170,cv-valid-dev/sample-001170.mp3,THE MAN WEPT WITH HAPPINESS,THE MARDEN WET WITH HAPPINESS
1171,cv-valid-dev/sample-001171.mp3,I HAD NEVER HEARD OF ALCHEMISTS BEFORE THE BOY SAID,I HAD NEVER HEARD OF JBEFORE THE BOY SAID
1172,cv-valid-dev/sample-001172.mp3,HE WAITED PATIENTLY FOR THE MERCHANT TO AWAKEN AND OPEN THE SHOP,HE WAITED PATIENTLY FOR THE MERCHANT TO AWAKEN AND OPEN THE SHOP
1173,cv-valid-dev/sample-001173.mp3,THEY DON'T SEE THAT THE FIELDS ARE NEW AND THE SEASONS CHANGE,THEY DON'T SEE THAT THE FIELDS ARE NEW AND THE SEASONS CHANGE
1174,cv-valid-dev/sample-001174.mp3,AND YOU'VE TOLD ME NOTHING ALONG THE WAY SAID THE BOY,AND YOU'VE TOLD ME NOTHING ALONG THE WAY SAID THE BOY
1175,cv-valid-dev/sample-001175.mp3,YOU'VE GOT LIPSTICK ALL OVER YOUR MOUTH,YOU'VE GOT LEIPSHICK ALL OVER YOUR MOUTH
1176,cv-valid-dev/sample-001176.mp3,MACHINE GUN FIRE AWOKE THE FUGITIVES AND SENT THEM INTO A FRENZY,MACHINE GUN FIRE AWOKE THE FUGITIVES AND SENT THEM INTO A FRENZY
1177,cv-valid-dev/sample-001177.mp3,I FOUND THESE ONE DAY IN THE FIELDS,I FOUNDTHES ONE DAY IN THE FIELDS
1178,cv-valid-dev/sample-001178.mp3,I CAN'T PLEASE EVERYBODY,I CAN'T PLEASE EVERYBODY
1179,cv-valid-dev/sample-001179.mp3,AS SOON AS HE SAW ME AMONG THE CROWD HE CALLED TO ME TO COME DOWN,AS SOON AS HE SAW ME AMONG THE CROWD HE CALLED TO ME TO COME DOWN
1180,cv-valid-dev/sample-001180.mp3,SOME OF THOSE WHO SAW ITS FLIGHT SAY IT TRAVELLED WITH A HISSING SOUND,SOME OF THOSE WHO SAW ITS FLIGHT STATED TRAUBLE WITH A HISZING SOUND
1181,cv-valid-dev/sample-001181.mp3,EVEN FROM A DISTANCE THEIR EYES CONVEYED THE STRENGTH OF THEIR SOULS,EVEN FROM A DISTANCE THEIR EYES CONVEYE THE STRENGTH OF THER SOUL
1182,cv-valid-dev/sample-001182.mp3,I NEED YOU TO BE SPONTANEOUS HE ASKED ME OUT TO DIN DIN,I NEED YOU TO PES PONTINUOUS HE HAS GETTIN ME OUT YOUR DINGDING
1183,cv-valid-dev/sample-001183.mp3,WE BEAT THE WHOLE COUNTRY ON THAT STORY,WE BEAT THE WHOLE COUNTRY ON THAT STORY
1184,cv-valid-dev/sample-001184.mp3,IT'S A CODE SAID THE BOY A BIT DISAPPOINTED,IT'S A COD SAID THE BOY A BIT DISAPPOINTED
1185,cv-valid-dev/sample-001185.mp3,VIBRATIONS OF PEACE THROUGHOUT THE TENT,VIBRATIONS OF PEACE THROUGHOUT THE TENT
1186,cv-valid-dev/sample-001186.mp3,THE TIME MUST HAVE BEEN SOMEWHERE AROUND SIX O'CLOCK,THE TIME MUST HAVE BEEN SOMEWHERE ROUND SIX O'CLOCK
1187,cv-valid-dev/sample-001187.mp3,IF HE MAKES A BUYING MISTAKE IT DOESN'T AFFECT HIM MUCH,IF HE MAKES A BUYING MISTAKE IT DOESN'T AFFECT HIM MUCH
1188,cv-valid-dev/sample-001188.mp3,USED TO HUNT RABBITS THERE MYSELF,USE TO HUNT RABBITS THERE MYSELF
1189,cv-valid-dev/sample-001189.mp3,THE GENIES WERE THE SPIRITS OF GOOD AND EVIL,THE GENIES WERE THE SPIRIT OF GOOD AND EVIL
1190,cv-valid-dev/sample-001190.mp3,NO THE ALCHEMIST ANSWERED,NOW THE ACIMU ANSWERED
1191,cv-valid-dev/sample-001191.mp3,HE PUT HIS HEADCLOTH IN PLACE AND SECURED IT WITH A RING MADE OF CAMEL SKIN,HE PUT HIS HATCLOTH IN PLAZE AND SECURED IT WITH A RING MADE OF KAMEL'S SKIN
1192,cv-valid-dev/sample-001192.mp3,IT DREW A DROPLET OF BLOOD,IT DREW A DROPOLET OF BLOOD
1193,cv-valid-dev/sample-001193.mp3,YOU CAN'T DO THAT,YOU CAN'T DO THAT
1194,cv-valid-dev/sample-001194.mp3,THE CAMEL DRIVER UNDERSTOOD WHAT THE BOY WAS SAYING,THE CAMMEL DRIVER UNDERSTOOD WHAT THE BOY WAS SAYING
